Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
234,2132,624,0.292683,0.0428316,0.585366,754,0.967987,3.30729,1,24.0,5.0
55,192,58,0.302083,0.0456272,0.604167,67,0.533518,1.76613,1,525.0,1.0
8,18,4,0.222222,0.0246914,0.444444,7,0.69706,3.13677,1,9.0,1.0
7,12,0,0.0,0.0,0.0,3,0.887471,6.2123,1,91.0,8.0
512,5674,784,0.138174,0.00954604,0.276348,2445,1.27212,9.20663,1,20.0,15.0
57,235,97,0.412766,0.0851879,0.825532,69,0.510541,1.23688,1,23.0,16.0
7,17,5,0.294118,0.0432526,0.588235,6,0.69661,2.36847,1,740.0,1.0
10,20,0,0.0,0.0,0.0,14,0.529272,1.02326,1,1.0,1.0
25,68,18,0.264706,0.0350346,0.529412,25,0.5457,2.06153,1,53.0,8.0
307,3830,2044,0.533681,0.142408,1.06736,893,0.811787,1.52111,1,5.0,2.0
154,1138,524,0.460457,0.10601,0.920914,307,0.652295,1.41663,1,50.0,17.0
60,287,133,0.463415,0.107377,0.926829,77,0.52213,1.1267,1,5.0,1.0
196,850,230,0.270588,0.036609,0.541176,310,0.539913,1.99533,1,102.0,6.0
4,8,2,0.25,0.03125,0.5,3,0.830482,3.32193,1,1.0,1.0
334,2528,876,0.346519,0.0600377,0.693038,826,0.726775,2.09736,1,183.0,4.0
71,494,244,0.493927,0.121982,0.987854,125,0.653579,1.32323,1,1.0,1.0
46,136,42,0.308824,0.047686,0.617647,47,0.478894,1.5507,1,96.0,10.0
32,79,17,0.21519,0.0231533,0.43038,31,0.510506,2.37235,1,296.0,2.0
118,750,154,0.205333,0.0210809,0.410667,298,0.87839,4.27787,1,73.0,8.0
59,249,103,0.413655,0.0855551,0.827309,73,0.516354,1.24827,1,57.0,12.0
35,116,42,0.362069,0.065547,0.724138,37,0.512068,1.41428,1,647.0,1.0
237,1983,595,0.30005,0.0450151,0.600101,694,0.888075,2.95975,1,189.0,4.0
82,278,68,0.244604,0.0299156,0.489209,105,0.523922,2.14191,1,1.0,1.0
3,11,7,0.636364,0.202479,1.27273,2,0.640168,1.00598,1,64.0,5.0
261,2516,1168,0.464229,0.107754,0.928458,674,0.759363,1.63575,1,46.0,8.0
26,97,47,0.484536,0.117388,0.969072,25,0.48397,0.998832,1,37.0,8.0
46,167,71,0.42515,0.0903761,0.850299,48,0.469461,1.10422,1,321.0,3.0
2,2,0,0.0,0.0,0.0,101,0.447724,1.20773,1,87.0,3.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,98.0,2.0
348,6158,336,0.0545632,0.00148857,0.109126,2911,2.20744,40.4565,1,4.0,1.0
4,7,1,0.142857,0.0102041,0.285714,3,0.887471,6.2123,1,100.0,4.0
107,497,135,0.27163,0.0368914,0.54326,181,0.627361,2.30962,1,1.0,1.0
260,1940,774,0.398969,0.0795882,0.797938,583,0.682008,1.70943,1,23.0,22.0
70,318,146,0.459119,0.105395,0.918239,86,0.490952,1.06933,1,538.0,3.0
2,2,0,0.0,0.0,0.0,62,0.470302,1.04204,1,1.0,1.0
390,2319,457,0.197068,0.0194178,0.394135,931,0.709351,3.59953,1,5.0,3.0
142,1044,424,0.40613,0.0824709,0.812261,310,0.723192,1.78069,1,203.0,3.0
201,1494,456,0.305221,0.0465799,0.610442,519,0.813423,2.66503,1,187.0,4.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,196.0,2.0
5,9,1,0.111111,0.00617284,0.222222,4,0.838361,7.54525,1,103.0,3.0
10,20,2,0.1,0.005,0.2,9,0.69176,6.9176,1,3.0,1.0
73,341,161,0.472141,0.111458,0.944282,90,0.486773,1.03099,1,116.0,4.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,275.0,3.0
2,2,0,0.0,0.0,0.0,1,0.830482,1.66096,1,251.0,4.0
106,814,352,0.432432,0.0934989,0.864865,231,0.748721,1.73142,1,5.0,1.0
47,177,81,0.457627,0.104711,0.915254,48,0.45431,0.992751,1,37.0,13.0
2,2,0,0.0,0.0,0.0,234,0.562497,1.82812,1,4.0,1.0
109,446,164,0.367713,0.0676064,0.735426,141,0.488265,1.32784,1,2.0,1.0
6,13,3,0.230769,0.0266272,0.461538,5,0.748093,3.24174,1,1.0,1.0
70,248,80,0.322581,0.0520291,0.645161,84,0.501159,1.55359,1,31.0,31.0
48,269,147,0.546468,0.149314,1.09294,61,0.52303,0.957109,1,3.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,329.0,4.0
101,662,276,0.416918,0.0869105,0.833837,193,0.677415,1.62481,1,2.0,2.0
214,1468,344,0.234332,0.0274558,0.468665,562,0.829301,3.53899,1,246.0,1.0
29,112,50,0.446429,0.0996492,0.892857,31,0.521646,1.16849,1,2.0,1.0
12,26,4,0.153846,0.0118343,0.307692,11,0.647833,4.21092,1,40.0,11.0
62,230,94,0.408696,0.0835161,0.817391,68,0.464395,1.13629,1,114.0,5.0
21,70,30,0.428571,0.0918367,0.857143,20,0.516168,1.20439,1,416.0,3.0
90,307,75,0.2443,0.0298412,0.488599,116,0.518222,2.12125,1,211.0,1.0
2,2,0,0.0,0.0,0.0,1,1.04795,3.14385,1,74.0,7.0
3,4,0,0.0,0.0,0.0,98,0.733366,6.48296,1,70.0,8.0
167,1240,546,0.440323,0.096942,0.880645,347,0.671698,1.52547,1,31.0,18.0
121,769,255,0.331599,0.0549791,0.663199,257,0.735974,2.21947,1,236.0,3.0
199,1000,322,0.322,0.051842,0.644,339,0.567839,1.76348,1,663.0,1.0
64,307,27,0.0879479,0.00386742,0.175896,140,0.879525,10.0005,1,43.0,1.0
33,143,55,0.384615,0.0739645,0.769231,44,0.61862,1.60841,1,11.0,1.0
53,199,69,0.346734,0.0601121,0.693467,65,0.53349,1.53862,1,55.0,8.0
48,170,48,0.282353,0.0398616,0.564706,61,0.569766,2.01792,1,11.0,10.0
32,92,28,0.304348,0.0463138,0.608696,32,0.50922,1.67315,1,5.0,4.0
561,5551,1647,0.296703,0.0440164,0.593407,1952,0.929262,3.13196,1,125.0,4.0
349,2669,1021,0.38254,0.0731685,0.765081,824,0.689081,1.80133,1,1.0,1.0
384,3102,750,0.241779,0.0292287,0.483559,1176,0.877095,3.62766,1,656.0,2.0
30,119,59,0.495798,0.122908,0.991597,30,0.481801,0.971768,1,2.0,1.0
36,131,57,0.435115,0.0946623,0.870229,37,0.485426,1.11563,1,1.0,1.0
81,504,240,0.47619,0.113379,0.952381,132,0.603024,1.26635,1,6.0,3.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,47.0,8.0
152,1429,477,0.3338,0.0557112,0.6676,476,0.992566,2.97354,1,1.0,1.0
58,228,98,0.429825,0.0923746,0.859649,65,0.475284,1.10576,1,28.0,28.0
4,6,0,0.0,0.0,0.0,6,0.74786,5.23502,1,258.0,4.0
457,3393,1127,0.332154,0.0551633,0.664309,1133,0.70221,2.11411,1,89.0,9.0
5,11,3,0.272727,0.0371901,0.545455,4,0.768202,2.81674,1,227.0,1.0
380,3209,975,0.303833,0.0461572,0.607666,1117,0.838324,2.75916,1,495.0,1.0
5,8,0,0.0,0.0,0.0,1,0.830482,1.66096,1,62.0,23.0
163,792,214,0.270202,0.0365046,0.540404,289,0.61165,2.26368,1,4.0,1.0
129,865,325,0.375723,0.0705837,0.751445,270,0.712636,1.89671,1,187.0,1.0
71,352,158,0.448864,0.100739,0.897727,97,0.536491,1.19522,1,361.0,5.0
169,1148,526,0.458188,0.104968,0.916376,311,0.601396,1.31255,1,2.0,1.0
85,556,310,0.557554,0.155433,1.11511,123,0.527147,0.945464,1,1.0,1.0
283,2340,1196,0.511111,0.130617,1.02222,572,0.599903,1.17372,1,33.0,8.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,68.0,5.0
90,442,148,0.334842,0.0560595,0.669683,147,0.617419,1.84391,1,86.0,6.0
8,17,3,0.176471,0.0155709,0.352941,7,0.711123,4.02969,1,11.0,10.0
104,1050,478,0.455238,0.103621,0.910476,286,0.910238,1.99948,1,1.0,1.0
313,2732,920,0.33675,0.0567002,0.673499,906,0.842306,2.50128,1,105.0,4.0
3,6,2,0.333333,0.0555556,0.666667,2,0.856731,2.57019,1,5.0,1.0
73,336,124,0.369048,0.0680981,0.738095,106,0.574766,1.55743,1,53.0,15.0
449,5211,1917,0.367876,0.0676662,0.735751,1647,0.986879,2.68264,1,1.0,1.0
75,363,123,0.338843,0.0574073,0.677686,120,0.625023,1.84458,1,1.0,1.0
41,194,74,0.381443,0.0727495,0.762887,60,0.63966,1.67695,1,67.0,14.0
131,1007,519,0.515392,0.132815,1.03078,244,0.620239,1.20343,1,5.0,3.0
61,245,95,0.387755,0.075177,0.77551,75,0.514618,1.32717,1,126.0,3.0
446,3904,1402,0.359119,0.0644832,0.718238,1251,0.78099,2.17474,1,67.0,13.0
133,665,59,0.0887218,0.00393578,0.177444,303,0.807063,9.09656,1,170.0,5.0
64,196,62,0.316327,0.0500312,0.632653,67,0.456701,1.44376,1,27.0,24.0
59,170,42,0.247059,0.030519,0.494118,64,0.486335,1.9685,1,1.0,1.0
4,6,0,0.0,0.0,0.0,30,0.638022,3.0306,1,123.0,4.0
49,215,79,0.367442,0.0675068,0.734884,68,0.59498,1.61925,1,835.0,1.0
57,242,100,0.413223,0.0853767,0.826446,71,0.52253,1.26452,1,143.0,4.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,62.0,9.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,133.0,1.0
40,155,69,0.445161,0.0990843,0.890323,43,0.490793,1.10251,1,617.0,2.0
265,1951,841,0.431061,0.0929068,0.862122,555,0.636528,1.47665,1,29.0,25.0
4,9,3,0.333333,0.0555556,0.666667,3,0.785964,2.35789,1,60.0,8.0
10,21,3,0.142857,0.0102041,0.285714,9,0.680674,4.76472,1,182.0,3.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,31.0,18.0
120,628,180,0.286624,0.0410767,0.573248,224,0.667153,2.32762,1,195.0,4.0
33,136,64,0.470588,0.110727,0.941176,36,0.511314,1.08654,1,98.0,3.0
32,103,33,0.320388,0.0513243,0.640777,35,0.543387,1.69603,1,1.0,1.0
2,2,0,0.0,0.0,0.0,208,0.589912,5.22017,1,144.0,4.0
405,4429,1659,0.374577,0.0701538,0.749153,1385,0.937868,2.50381,1,244.0,2.0
110,913,543,0.594743,0.176859,1.18949,185,0.568091,0.955189,1,10.0,3.0
147,1029,443,0.430515,0.0926716,0.86103,293,0.661661,1.53691,1,3.0,1.0
66,439,237,0.539863,0.145726,1.07973,101,0.57912,1.07272,1,4.0,1.0
2,2,0,0.0,0.0,0.0,114,0.492421,0.917695,1,364.0,2.0
71,300,102,0.34,0.0578,0.68,99,0.562898,1.65558,1,50.0,4.0
19,74,36,0.486486,0.118335,0.972973,19,0.534979,1.09968,1,95.0,6.0
46,191,81,0.424084,0.0899235,0.848168,55,0.524171,1.23601,1,54.0,16.0
405,4841,1263,0.260897,0.0340335,0.521793,1789,1.19874,4.5947,1,201.0,3.0
66,241,103,0.427386,0.0913294,0.854772,69,0.438895,1.02693,1,55.0,6.0
87,443,203,0.458239,0.104992,0.916479,120,0.521202,1.1374,1,1.0,1.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,242.0,3.0
6,19,9,0.473684,0.112188,0.947368,5,0.651676,1.37576,1,1.0,1.0
190,1171,147,0.125534,0.00787936,0.251067,512,0.878177,6.99555,1,100.0,4.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,4.0,1.0
4,8,2,0.25,0.03125,0.5,3,0.830482,3.32193,1,34.0,19.0
30,110,52,0.472727,0.111736,0.945455,29,0.473533,1.0017,1,3.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,76.0,13.0
218,2019,1001,0.49579,0.122904,0.99158,509,0.706435,1.42487,1,144.0,2.0
425,4488,2382,0.530749,0.140847,1.0615,1053,0.678426,1.27824,1,106.0,4.0
117,643,241,0.374806,0.0702396,0.749611,201,0.611759,1.6322,1,23.0,22.0
3,4,0,0.0,0.0,0.0,51,0.450838,1.01856,1,102.0,2.0
3,9,5,0.555556,0.154321,1.11111,2,0.698634,1.25754,1,16.0,13.0
69,230,84,0.365217,0.0666919,0.730435,73,0.447965,1.22657,1,108.0,1.0
78,291,111,0.381443,0.0727495,0.762887,90,0.468302,1.22771,1,85.0,6.0
56,320,158,0.49375,0.121895,0.9875,81,0.577382,1.16938,1,31.0,20.0
5,15,7,0.466667,0.108889,0.933333,4,0.680219,1.45761,1,171.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,63.0,8.0
2,2,0,0.0,0.0,0.0,358,1.11285,5.58927,1,239.0,3.0
127,562,144,0.256228,0.0328263,0.512456,209,0.598483,2.33574,1,3.0,1.0
102,417,123,0.294964,0.0435019,0.589928,147,0.550039,1.86477,1,1.0,1.0
44,151,45,0.298013,0.0444059,0.596026,53,0.552803,1.85496,1,249.0,1.0
4,6,0,0.0,0.0,0.0,8,0.67227,2.82354,1,4.0,1.0
5,9,1,0.111111,0.00617284,0.222222,4,0.838361,7.54525,1,1.0,1.0
20,93,53,0.569892,0.162389,1.13978,20,0.508005,0.891406,1,20.0,5.0
238,1831,815,0.445112,0.0990623,0.890224,508,0.654201,1.46974,1,4.0,1.0
413,3692,1258,0.340737,0.0580508,0.681473,1217,0.826049,2.4243,1,10.0,1.0
45,120,30,0.25,0.03125,0.5,45,0.480959,1.92383,1,734.0,3.0
161,1541,811,0.526282,0.138486,1.05256,365,0.711173,1.35132,1,1.0,1.0
187,882,208,0.235828,0.0278073,0.471655,337,0.611834,2.59441,1,112.0,2.0
88,537,135,0.251397,0.0316001,0.502793,201,0.836671,3.32809,1,131.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,1.0,1.0
61,330,80,0.242424,0.0293848,0.484848,125,0.813647,3.35629,1,131.0,5.0
158,1514,706,0.466314,0.108725,0.932629,404,0.804044,1.72425,1,75.0,4.0
173,710,226,0.31831,0.0506606,0.63662,242,0.490606,1.54128,1,235.0,2.0
225,1195,251,0.210042,0.0220588,0.420084,472,0.681679,3.24544,1,29.0,16.0
124,653,221,0.338438,0.0572701,0.676876,216,0.618824,1.82847,1,36.0,19.0
483,3309,745,0.225144,0.0253448,0.450287,1282,0.754112,3.34947,1,9.0,8.0
79,331,119,0.359517,0.0646261,0.719033,106,0.532486,1.48112,1,18.0,18.0
71,240,44,0.183333,0.0168056,0.366667,98,0.579899,3.16308,1,1.0,1.0
4,10,4,0.4,0.08,0.8,3,0.75,1.875,1,28.0,24.0
9,20,4,0.2,0.02,0.4,8,0.683219,3.4161,1,34.0,18.0
2,2,0,0.0,0.0,0.0,3,0.830482,3.32193,1,668.0,3.0
145,920,350,0.380435,0.0723653,0.76087,285,0.663177,1.74321,1,10.0,1.0
329,2830,1096,0.387279,0.0749926,0.774558,867,0.763448,1.97131,1,94.0,6.0
2,2,0,0.0,0.0,0.0,474,0.788494,4.2017,1,71.0,7.0
6,14,2,0.142857,0.0102041,0.285714,6,0.872503,6.10752,1,498.0,2.0
104,465,169,0.363441,0.0660446,0.726882,148,0.533497,1.4679,1,242.0,4.0
159,985,459,0.46599,0.108573,0.93198,263,0.552572,1.1858,1,28.0,28.0
2,8,6,0.75,0.28125,1.5,1,0.553655,0.738206,1,26.0,22.0
132,563,43,0.0763766,0.00291669,0.152753,260,0.716121,9.37619,1,122.0,7.0
78,382,208,0.544503,0.148242,1.08901,87,0.431974,0.793337,1,440.0,4.0
62,192,46,0.239583,0.0287001,0.479167,73,0.515665,2.15234,1,3.0,3.0
3,9,5,0.555556,0.154321,1.11111,2,0.698634,1.25754,1,4.0,1.0
34,124,56,0.451613,0.101977,0.903226,34,0.477687,1.05774,1,135.0,6.0
3,4,0,0.0,0.0,0.0,4,0.698002,1.62867,1,2.0,1.0
54,154,46,0.298701,0.0446112,0.597403,54,0.457139,1.53042,1,451.0,2.0
170,1004,300,0.298805,0.0446421,0.59761,352,0.689797,2.30852,1,37.0,21.0
40,135,49,0.362963,0.0658711,0.725926,43,0.504616,1.39027,1,59.0,3.0
29,79,17,0.21519,0.0231533,0.43038,31,0.563317,2.61777,1,12.0,1.0
34,122,54,0.442623,0.0979575,0.885246,34,0.479304,1.08287,1,27.0,8.0
2,2,0,0.0,0.0,0.0,78,0.531566,1.20575,1,1.0,1.0
6,11,1,0.0909091,0.00413223,0.181818,5,0.80021,8.80232,1,26.0,15.0
6,15,5,0.333333,0.0555556,0.666667,5,0.708562,2.12569,1,7.0,2.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,4.0,3.0
190,1215,497,0.409053,0.0836624,0.818107,359,0.612555,1.49749,1,127.0,3.0
76,290,118,0.406897,0.0827824,0.813793,86,0.459543,1.12939,1,551.0,2.0
103,365,61,0.167123,0.0139651,0.334247,152,0.57594,3.4462,1,61.0,8.0
122,536,138,0.257463,0.0331435,0.514925,199,0.597673,2.3214,1,6.0,6.0
50,164,66,0.402439,0.0809786,0.804878,49,0.442469,1.09947,1,356.0,1.0
6,12,2,0.166667,0.0138889,0.333333,5,0.77219,4.63314,1,2.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,78.0,6.0
3,4,0,0.0,0.0,0.0,7726,1.35293,5.44161,2,235.0,4.0
6,10,0,0.0,0.0,0.0,139,0.542496,1.48508,1,1.0,1.0
38,191,115,0.602094,0.181259,1.20419,38,0.438398,0.728122,1,187.0,4.0
150,877,413,0.470924,0.110885,0.941847,232,0.525541,1.11598,1,28.0,26.0
45,194,82,0.42268,0.0893294,0.845361,56,0.543948,1.2869,1,2.0,1.0
420,4151,1275,0.307155,0.0471721,0.61431,1438,0.946287,3.08081,1,94.0,3.0
163,1183,609,0.514793,0.132506,1.02959,287,0.572973,1.11302,1,564.0,3.0
2,2,0,0.0,0.0,0.0,1634,1.25984,3.25363,1,1.0,1.0
208,1446,608,0.42047,0.0883976,0.840941,419,0.637442,1.51602,1,1.0,1.0
26,72,20,0.277778,0.0385802,0.555556,26,0.538407,1.93826,1,1.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,175.0,7.0
6,12,2,0.166667,0.0138889,0.333333,5,0.77219,4.63314,1,2.0,1.0
203,1367,455,0.332846,0.0553931,0.665691,456,0.716349,2.1522,1,229.0,3.0
88,418,198,0.473684,0.112188,0.947368,110,0.476885,1.00676,1,36.0,15.0
3,4,0,0.0,0.0,0.0,157,0.566977,1.59014,1,12.0,10.0
4,10,4,0.4,0.08,0.8,3,0.75,1.875,1,1426.0,1.0
54,198,78,0.393939,0.0775941,0.787879,60,0.483793,1.22809,1,85.0,8.0
41,207,83,0.400966,0.0803869,0.801932,62,0.652942,1.62842,1,2.0,1.0
52,295,163,0.552542,0.152652,1.10508,66,0.513896,0.930057,1,184.0,1.0
372,2675,337,0.125981,0.00793565,0.251963,1169,0.916888,7.27797,1,43.0,9.0
123,522,174,0.333333,0.0555556,0.666667,174,0.520532,1.5616,1,197.0,4.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,32.0,20.0
91,812,486,0.598522,0.179114,1.19704,163,0.61563,1.02858,1,3.0,2.0
134,699,315,0.450644,0.10154,0.901288,192,0.503726,1.11779,1,11.0,3.0
5,21,13,0.619048,0.19161,1.2381,4,0.605043,0.977378,1,70.0,5.0
56,406,216,0.53202,0.141522,1.06404,95,0.65034,1.2224,1,21.0,21.0
2,2,0,0.0,0.0,0.0,481,0.657184,1.54263,1,627.0,1.0
6,11,1,0.0909091,0.00413223,0.181818,5,0.80021,8.80232,1,84.0,9.0
29,103,47,0.456311,0.10411,0.912621,28,0.47968,1.05121,1,50.0,20.0
107,540,202,0.374074,0.0699657,0.748148,169,0.578042,1.54526,1,1.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,41.0,10.0
181,1424,700,0.491573,0.120822,0.983146,362,0.634214,1.29017,1,581.0,1.0
2,2,0,0.0,0.0,0.0,16,0.489106,0.790094,1,49.0,11.0
80,419,189,0.451074,0.101734,0.902148,115,0.548201,1.21532,1,173.0,5.0
137,902,344,0.381375,0.0727233,0.762749,279,0.689121,1.80694,1,22.0,8.0
62,173,37,0.213873,0.0228708,0.427746,68,0.490059,2.29136,1,370.0,2.0
88,399,131,0.328321,0.0538973,0.656642,134,0.585445,1.78315,1,467.0,3.0
94,350,90,0.257143,0.0330612,0.514286,130,0.543609,2.11404,1,3.0,1.0
58,212,72,0.339623,0.0576718,0.679245,70,0.518797,1.52757,1,94.0,6.0
264,1306,260,0.199081,0.0198167,0.398162,523,0.635782,3.19358,1,227.0,5.0
512,4247,1233,0.290323,0.0421436,0.580645,1507,0.811271,2.79438,1,74.0,13.0
62,286,134,0.468531,0.109761,0.937063,76,0.499032,1.0651,1,12.0,11.0
5,9,1,0.111111,0.00617284,0.222222,4,0.838361,7.54525,1,23.0,11.0
409,3213,831,0.258637,0.0334465,0.517274,1191,0.830355,3.21051,1,32.0,4.0
83,377,141,0.374005,0.06994,0.748011,118,0.551824,1.47544,1,32.0,5.0
3,4,0,0.0,0.0,0.0,42,0.508637,1.41769,1,24.0,3.0
45,158,62,0.392405,0.0769909,0.78481,48,0.485145,1.23634,1,2.0,1.0
112,661,253,0.382753,0.0732501,0.765507,204,0.645851,1.68738,1,14.0,1.0
41,170,42,0.247059,0.030519,0.494118,64,0.699848,2.83272,1,17.0,1.0
65,343,91,0.265306,0.0351937,0.530612,126,0.76459,2.88192,1,2.0,1.0
5,10,2,0.2,0.02,0.4,4,0.8,4.0,1,1.0,1.0
81,407,185,0.454545,0.103306,0.909091,111,0.525128,1.15528,1,2.0,1.0
52,238,122,0.512605,0.131382,1.02521,58,0.469324,0.915567,1,31.0,3.0
854,10993,3195,0.290639,0.0422357,0.581279,3899,1.12978,3.88722,1,26.0,20.0
291,3068,1062,0.346154,0.0599112,0.692308,1003,0.988494,2.85565,1,73.0,3.0
105,614,222,0.361564,0.0653641,0.723127,196,0.669496,1.85167,1,23.0,20.0
98,495,205,0.414141,0.0857566,0.828283,145,0.549094,1.32586,1,54.0,11.0
95,591,199,0.336717,0.0566893,0.673435,196,0.744396,2.21074,1,557.0,1.0
23,90,36,0.4,0.08,0.8,27,0.6007,1.50175,1,42.0,13.0
11,28,8,0.285714,0.0408163,0.571429,10,0.62819,2.19867,1,4.0,1.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,311.0,8.0
7,12,0,0.0,0.0,0.0,92,0.454972,1.00213,1,115.0,4.0
99,481,89,0.185031,0.0171183,0.370062,196,0.73814,3.98927,1,43.0,7.0
489,3327,653,0.196273,0.0192615,0.392546,1337,0.776295,3.95518,1,26.0,21.0
32,125,55,0.44,0.0968,0.88,35,0.521601,1.18546,1,4.0,1.0
53,261,125,0.478927,0.114686,0.957854,68,0.53091,1.10854,1,11.0,6.0
269,2522,1086,0.430611,0.0927128,0.861221,718,0.78464,1.82216,1,669.0,1.0
240,2398,1030,0.429525,0.0922457,0.859049,684,0.843233,1.96318,1,51.0,10.0
129,623,249,0.399679,0.0798716,0.799358,187,0.51874,1.29789,1,3.0,1.0
172,806,194,0.240695,0.028967,0.48139,306,0.612135,2.5432,1,86.0,3.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,32.0,18.0
58,402,184,0.457711,0.10475,0.915423,109,0.721639,1.57662,1,208.0,4.0
78,400,210,0.525,0.137813,1.05,95,0.468071,0.891564,1,178.0,4.0
77,306,94,0.30719,0.0471827,0.614379,106,0.553812,1.80284,1,5.0,3.0
602,7161,1841,0.257087,0.0330469,0.514174,2660,1.14621,4.45845,1,1.0,1.0
50,167,69,0.413174,0.0853562,0.826347,49,0.440902,1.06711,1,454.0,3.0
508,5802,2826,0.487073,0.11862,0.974147,1488,0.778284,1.59788,1,2.0,1.0
64,254,116,0.456693,0.104284,0.913386,69,0.448316,0.981657,1,27.0,25.0
41,165,77,0.466667,0.108889,0.933333,44,0.483959,1.03705,1,86.0,7.0
55,199,51,0.256281,0.0328401,0.512563,74,0.585272,2.28371,1,108.0,2.0
93,501,231,0.461078,0.106296,0.922156,135,0.537667,1.16611,1,60.0,13.0
9,17,1,0.0588235,0.0017301,0.117647,8,0.72241,12.281,1,3.0,1.0
3,5,1,0.2,0.02,0.4,2,0.953784,4.76892,1,2.0,1.0
508,3833,1349,0.351944,0.0619322,0.703887,1242,0.682253,1.93853,1,44.0,10.0
82,377,175,0.464191,0.107737,0.928382,101,0.478084,1.02993,1,57.0,3.0
39,164,88,0.536585,0.143962,1.07317,38,0.439922,0.819855,1,25.0,22.0
48,184,84,0.456522,0.104206,0.913043,50,0.459934,1.00747,1,275.0,3.0
223,1772,420,0.23702,0.0280893,0.474041,676,0.933177,3.93712,1,1.0,1.0
2,2,0,0.0,0.0,0.0,171,0.63194,1.55161,1,3.0,3.0
70,337,125,0.37092,0.0687908,0.74184,106,0.599093,1.61516,1,1.0,1.0
51,178,56,0.314607,0.0494887,0.629213,61,0.531491,1.68938,1,30.0,7.0
223,2020,616,0.30495,0.0464974,0.609901,702,0.95239,3.1231,1,24.0,16.0
8,17,1,0.0588235,0.0017301,0.117647,8,0.812712,13.8161,1,1.0,1.0
6,14,4,0.285714,0.0408163,0.571429,5,0.727086,2.5448,1,66.0,5.0
3,4,0,0.0,0.0,0.0,122,0.528365,1.39361,1,13.0,8.0
53,201,95,0.472637,0.111693,0.945274,53,0.434179,0.918632,1,261.0,5.0
191,1010,468,0.463366,0.107354,0.926733,271,0.472269,1.01921,1,394.0,2.0
3,4,0,0.0,0.0,0.0,42,0.445366,0.964961,1,5.0,1.0
562,6090,1004,0.16486,0.0135895,0.329721,2543,1.19561,7.25223,1,202.0,4.0
3,8,4,0.5,0.125,1.0,2,0.738206,1.47641,1,189.0,4.0
86,463,215,0.464363,0.107816,0.928726,124,0.540918,1.16486,1,1.0,1.0
87,384,140,0.364583,0.0664605,0.729167,122,0.542616,1.48832,1,550.0,3.0
36,170,74,0.435294,0.0947405,0.870588,48,0.597787,1.37329,1,188.0,3.0
2,2,0,0.0,0.0,0.0,229,0.576702,1.58869,1,213.0,3.0
271,2639,1141,0.432361,0.0934679,0.864721,749,0.8078,1.86835,1,1.0,1.0
2,4,2,0.5,0.125,1.0,1,0.830482,1.66096,1,197.0,6.0
49,140,40,0.285714,0.0408163,0.571429,50,0.475465,1.66413,1,12.0,10.0
30,111,49,0.441441,0.0974353,0.882883,31,0.505218,1.14447,1,54.0,18.0
109,629,283,0.449921,0.101214,0.899841,173,0.567115,1.26048,1,27.0,9.0
3,6,2,0.333333,0.0555556,0.666667,2,0.856731,2.57019,1,1.0,1.0
54,162,50,0.308642,0.0476299,0.617284,56,0.469351,1.5207,1,122.0,6.0
43,185,57,0.308108,0.0474653,0.616216,64,0.656488,2.13071,1,2.0,2.0
53,175,53,0.302857,0.0458612,0.605714,61,0.513118,1.69426,1,1.0,1.0
685,7175,1911,0.266341,0.0354689,0.532683,2632,0.996502,3.74145,1,4.0,3.0
157,685,161,0.235036,0.0276211,0.470073,262,0.588495,2.50385,1,6.0,5.0
97,757,265,0.350066,0.0612731,0.700132,246,0.880861,2.51627,1,100.0,3.0
65,293,123,0.419795,0.088114,0.83959,85,0.530102,1.26276,1,47.0,18.0
2,3,1,0.333333,0.0555556,0.666667,1,1.04795,3.14385,1,31.0,6.0
120,819,371,0.452991,0.102601,0.905983,224,0.640743,1.41447,1,4.0,1.0
